Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,who,target
46,More,1,0,0,0,0,1,0,0,New_Jersey,0,0,0,1,0,0,Doctoral,Never,Female,Over_$100,0,0,0,0,0,0,1,0,1,USA,Management,Married,Other,1,Win95,English,Primarily_work,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,94925,Manager
32,Equally,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,Some_College,NA,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,Win95,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,99274,Other
25,Less,0,1,0,0,0,0,0,0,Israel,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,0,0,0,0,1,0,0,Middle_East,Education,Single,Culture,4,Win95,Hebrew,Primarily_home,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Dont_trust,6-12_mo,93250,College_Student
69,More,1,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,0,0,0,1,0,USA,Other,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,93402,Retired
26,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,3,,English,Home,Asian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,1,0,1,0,Other_sources,1-3_yr,97642,College_Student
73,Dont_Know,1,0,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,0,0,0,0,0,0,1,Canada,Other,Widowed,Dont_Know,4,Windows,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Yes_regardless,1-3_yr,92110,Retired
22,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,26-50,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Macintosh,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,4-6_yr,94674,Other
41,Dont_Know,0,0,0,0,0,0,0,1,Illinois,0,0,0,1,0,0,College,Never,Female,$30-39,1,0,0,0,0,0,0,0,0,USA,Other,Single,Privacy,2,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,94926,Civil_Servant
18,Less,0,0,0,0,0,1,0,1,Australia,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Privacy,1,Macintosh,English,School,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,1,0,0,0,Already_paying,6-12_mo,90782,College_Student
58,More,0,1,0,1,0,0,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,93280,Retired
39,More,1,1,0,0,0,0,1,0,Georgia,0,0,1,0,0,0,High_School,Under_25,Male,$10-19,0,1,0,0,0,0,0,0,0,USA,Other,Single,Privacy,1,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,4-6_yr,96444,Other
56,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,NA,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Other,Married,Encryption,1,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,97685,Other
49,More,1,1,0,0,1,1,1,0,Florida,0,1,0,0,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,1,,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,99839,Other
49,Dont_Know,1,0,0,0,0,0,0,0,Arizona,0,0,0,0,0,1,Special,NA,Male,Not_Say,1,0,0,0,0,0,0,0,0,USA,Other,Married,Culture,3,,English,Home,Hispanic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,91020,Service_Industry_Occupation
18,Equally,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,Some_College,Under_25,Female,Under_$10,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Navigation,1,Win95,English,Primarily_work,Not_Say,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,1,0,Already_paying,6-12_mo,90997,College_Student
32,More,1,1,0,0,0,1,0,0,Oregon,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Encryption,2,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Payment_mechanism,1-3_yr,98644,Programmer
65,More,0,1,0,0,1,1,0,0,Louisiana,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Encryption,3,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,91740,Other
33,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,Other,Not_Say,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Other,Single,Other,1,,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No,Not_say,Yes,No,0,0,0,0,1,0,Other,1-3_yr,96102,Looking
56,More,0,0,0,0,0,1,0,0,Hawaii,0,0,0,1,0,0,Masters,NA,Female,$10-19,0,0,0,0,0,0,0,1,0,USA,Education,Single,Censorship,4,Macintosh,English,Home,White,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,95332,Other
42,More,0,1,0,1,0,0,0,1,Washington,0,0,0,1,0,0,Some_College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,90987,Salesperson
16,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,Grammar,NA,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,1,0,0,0,Already_paying,Under_6_mo,91033,K-12_Student
26,Equally,0,0,1,0,0,0,0,0,Quebec,0,0,0,1,0,0,Masters,Never,Female,$20-29,0,0,0,1,0,0,0,0,0,Canada,Other,Other,Navigation,3,Macintosh,French,Work,White,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr,97862,Other
37,Equally,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,98345,Other
31,Equally,0,0,1,0,0,0,0,0,Oregon,0,0,0,1,0,0,College,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Yes_regardless,Under_6_mo,91423,Writer/Journalist
34,More,0,0,0,0,0,1,0,1,Connecticut,0,0,0,1,0,0,Masters,51-75,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Computer,Married,Taxes,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Not_say,Yes,Yes,0,1,0,0,0,0,Other_sources,4-6_yr,98866,Programmer
26,Dont_Know,0,0,1,0,0,0,0,0,Saskatchewan,0,0,0,1,0,0,Special,NA,Female,$10-19,0,0,0,0,0,0,1,0,0,Canada,Computer,Married,Privacy,1,Windows,English,School,White,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Poor_quality,6-12_mo,92329,Other
28,Dont_Know,1,1,0,1,1,1,0,1,Georgia,0,0,0,1,0,0,Special,Under_25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,94063,Other
24,Equally,0,0,0,1,0,0,0,0,Minnesota,0,0,0,1,0,0,Some_College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Taxes,1,Unix,English,Primarily_work,White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,Over_7_yr,92878,Networking
51,More,0,0,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,0,0,0,0,0,1,1,USA,Professional,Married,Navigation,2,Win95,English,Home,White,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,94315,Marketing_Professional
14,More,0,0,0,1,0,0,0,0,Australia,0,0,0,1,0,0,Grammar,Under_25,Female,$40-49,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Censorship,2,Win95,English,Primarily_home,White,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,No,0,0,1,1,0,0,Already_paying,6-12_mo,99687,K-12_Student
17,Equally,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,Grammar,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Other,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,Yes,0,0,1,0,0,0,Other_sources,6-12_mo,92934,K-12_Student
32,More,0,1,0,1,0,0,1,1,Indiana,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Other,2,Win95,English,Home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,94529,Other
19,Equally,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,Some_College,Under_25,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Education,Single,Censorship,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,0,0,Other_sources,1-3_yr,85294,College_Student
27,Less,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Computer,Other,Dont_Know,1,OS2,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,96276,Mircocomputer
21,More,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,Some_College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Single,Encryption,4,Win95,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr,96458,College_Student
58,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Married,Navigation,4,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,95893,K-12_Educator
34,Dont_Know,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,Special,NA,Male,$30-39,0,0,0,0,0,0,1,0,0,USA,Other,Single,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,91927,Service_Industry_Occupation
21,Dont_Know,1,1,0,0,0,0,1,0,Illinois,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,0,0,0,0,1,0,1,USA,Education,Single,Privacy,4,Win95,English,Work,White,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,1-3_yr,94772,College_Educator
40,Dont_Know,0,0,1,0,0,0,0,0,Switzerland,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,1,0,0,Europe,Computer,Married,Censorship,1,Win95,English,Primarily_work,White,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,Not_Applicable,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,97379,Programmer
30,Dont_Know,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,Never,Male,Not_Say,0,0,0,0,0,0,1,0,0,USA,Computer,Single,Privacy,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr,92879,Other
19,Equally,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,4,Windows,English,Primarily_home,White,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,Yes,Heterosexual,No,No,0,0,1,1,0,0,Already_paying,1-3_yr,94448,College_Student
40,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Encryption,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,92523,Writer/Journalist
11,Dont_Know,0,0,1,0,0,0,0,0,Utah,0,0,0,1,0,0,Other,NA,Female,Not_Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Dont_Know,2,Dont_Know,English,Other,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Not_say,No,No,1,0,0,0,0,0,Other,Under_6_mo,91053,K-12_Student
27,More,0,0,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,College,Over_75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0,Dont_trust,Over_7_yr,96952,Other
32,More,0,0,0,1,0,1,0,0,New_Mexico,0,0,0,1,0,0,College,Under_25,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Bisexual,Yes,Yes,0,0,0,1,1,1,Poor_quality,1-3_yr,98965,Other
59,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,2,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,94822,Service_Industry_Occupation
51,Equally,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,NA,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Management,Married,Navigation,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,Over_7_yr,91569,Manager
28,More,1,1,0,1,0,0,0,0,Nevada,0,0,0,1,0,0,Some_College,Never,Male,$40-49,1,0,0,0,0,0,0,0,0,USA,Professional,Other,Encryption,1,,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,99166,Salesperson
44,Equally,0,0,0,0,0,1,0,1,North_Carolina,0,0,0,1,0,0,Special,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,92335,Administrator/Secretary
18,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,High_School,Never,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Other,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,97383,Other
41,Dont_Know,0,0,1,0,0,0,0,0,Arizona,0,0,0,1,0,0,High_School,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,97480,Other
27,Equally,0,0,0,1,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Culture,4,Win95,English,Primarily_home,Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,97781,Programmer
29,More,0,1,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Other,3,PC_Unix,English,Primarily_work,White,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,63346,Programmer
55,More,0,1,0,0,1,1,0,0,Australia,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,Oceania,Professional,Married,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,1-3_yr,97482,Consultant
36,More,0,0,0,0,0,0,0,1,Mississippi,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Other,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,97771,Other
Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Other,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,99040,Other
28,Equally,0,1,0,0,0,0,0,0,Alaska,0,0,0,1,0,0,College,Under_25,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other,6-12_mo,97390,Engineer
19,Dont_Know,0,1,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,26-50,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Dont_Know,3,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Not_Say,Not_say,Yes,Yes,0,0,0,0,1,0,Dont_trust,6-12_mo,92880,Service_Industry_Occupation
15,Dont_Know,0,0,1,0,0,0,0,0,Louisiana,0,0,0,1,0,0,High_School,26-50,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Dont_Know,4,,English,Home,Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,0,0,Already_paying,Under_6_mo,92606,Other
33,More,0,0,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,Masters,Under_25,Female,$40-49,0,1,0,0,0,0,0,0,0,USA,Education,Single,Taxes,4,Win95,English,Primarily_home,Asian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,1,0,0,Cost_too_high,1-3_yr,90515,College_Student
65,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Under_25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,4,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,92027,Service_Industry_Occupation
41,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,Never,Male,$10-19,0,0,0,0,0,0,0,1,0,USA,Computer,Other,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,98326,Other
26,More,0,1,0,0,0,0,1,1,Texas,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Computer,Single,Dont_Know,1,Win95,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Payment_mechanism,1-3_yr,97869,Programmer
14,More,1,1,0,1,0,0,1,0,United_Kingdom,0,0,0,1,0,0,Grammar,Never,Male,Under_$10,0,0,0,0,1,0,0,0,0,Europe,Education,Single,Censorship,4,Win95,English,Home,White,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,1,0,Cost_too_high,1-3_yr,97086,K-12_Student
61,Equally,1,0,0,0,0,1,0,0,Indiana,0,0,0,1,0,0,High_School,Over_75,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,4,,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,97410,Service_Industry_Occupation
28,Equally,0,0,1,0,0,0,0,0,South_Dakota,0,0,0,1,0,0,Some_College,Under_25,Male,$30-39,0,0,0,0,0,1,0,0,0,USA,Management,Single,Privacy,2,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,88722,Manager
60,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,NA,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Management,Divorced,Taxes,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Not_say,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,97392,CEO
20,Equally,0,1,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,Some_College,Never,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Education,Single,Censorship,2,Win95,English,Primarily_home,Other,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,No,Heterosexual,Yes,Yes,0,0,0,1,1,0,Dont_trust,1-3_yr,99316,College_Student
